#"MS3 Format 0568.17 : MS3 pre-1.5.2 RC 15   20210119 15:02GMT (c) JSM/KC ********"						
"Capture Date: Fri Jul 30 21:06:50 CDT 2021"						
Time	SPK: Traction retard	VSS1	VSS2	VSS1 ms 1	VSS2 ms 1	TC slip * time
s	deg	MPH	MPH	ms-1	ms-1	
62.511	0.0	0.0	0.0	0.0	0.0	0.0
62.521	0.0	0.0	0.0	0.0	0.0	0.0
62.531	0.0	0.0	0.0	0.0	0.0	0.0
62.542	0.0	0.0	0.0	0.0	0.0	0.0
62.552	0.0	0.0	0.0	0.0	0.0	0.0
62.562	0.0	0.0	0.0	0.0	0.0	0.0
62.571	0.0	0.0	0.0	0.0	0.0	0.0
62.582	0.0	0.0	0.0	0.0	0.0	0.0
62.592	0.0	0.0	0.0	0.0	0.0	0.0
62.603	0.0	0.0	0.0	0.0	0.0	0.0
62.612	0.0	0.0	0.0	0.0	0.0	0.0
62.623	0.0	0.0	0.0	0.0	0.0	0.0
62.633	0.0	0.0	0.0	0.0	0.0	0.0
62.643	0.0	0.0	0.0	0.0	0.0	0.0
62.653	0.0	0.0	0.0	0.0	0.0	0.0
62.664	0.0	0.0	0.0	0.0	0.0	0.0
62.675	0.0	0.0	0.0	0.0	0.0	0.0
62.685	0.0	0.0	0.0	0.0	0.0	0.0
62.695	0.0	0.0	0.0	0.0	0.0	0.0
62.706	0.0	0.0	0.0	0.0	0.0	0.0
62.716	0.0	0.0	0.0	0.0	0.0	0.0
62.727	0.0	0.0	0.0	0.0	0.0	0.0
62.737	0.0	0.0	0.0	0.0	0.0	0.0
62.747	0.0	0.0	0.0	0.0	0.0	0.0
62.757	0.0	0.0	0.0	0.0	0.0	0.0
62.768	0.0	0.0	0.0	0.0	0.0	0.0
62.778	0.0	0.0	0.0	0.0	0.0	0.0
62.788	0.0	0.0	0.0	0.0	0.0	0.0
62.798	0.0	0.0	0.0	0.0	0.0	0.0
62.809	0.0	0.0	0.0	0.0	0.0	0.0
62.819	0.0	0.0	0.0	0.0	0.0	0.0
62.829	0.0	0.0	0.0	0.0	0.0	0.0
62.839	0.0	0.0	0.0	0.0	0.0	0.0
62.849	0.0	0.0	0.0	0.0	0.0	0.0
62.859	0.0	0.0	0.0	0.0	0.0	0.0
62.869	0.0	0.0	0.0	0.0	0.0	0.0
62.879	0.0	0.0	0.0	0.0	0.0	0.0
62.890	0.0	0.0	0.0	0.0	0.0	0.0
62.900	0.0	0.0	0.0	0.0	0.0	0.0
62.911	0.0	0.0	0.0	0.0	0.0	0.0
62.921	0.0	0.0	0.0	0.0	0.0	0.0
62.931	0.0	0.0	0.0	0.0	0.0	0.0
62.941	0.0	0.0	0.0	0.0	0.0	0.0
62.952	0.0	0.0	0.0	0.0	0.0	0.0
62.963	0.0	0.0	0.0	0.0	0.0	0.0
62.973	0.0	0.0	0.0	0.0	0.0	0.0
62.984	0.0	0.0	0.0	0.0	0.0	0.0
62.993	0.0	0.0	0.0	0.0	0.0	0.0
63.004	0.0	0.0	0.0	0.0	0.0	0.0
63.013	0.0	0.0	0.0	0.0	0.0	0.0
63.024	0.0	0.0	0.0	0.0	0.0	0.0
63.034	0.0	0.0	0.0	0.0	0.0	0.0
63.045	0.0	0.0	0.0	0.0	0.0	0.0
63.054	0.0	0.0	0.0	0.0	0.0	0.0
63.065	0.0	0.0	0.0	0.0	0.0	0.0
63.075	0.0	0.0	0.0	0.0	0.0	0.0
63.086	0.0	0.0	0.0	0.0	0.0	0.0
63.096	0.0	0.0	0.0	0.0	0.0	0.0
63.106	0.0	0.0	0.0	0.0	0.0	0.0
63.117	0.0	0.0	0.0	0.0	0.0	0.0
63.128	0.0	0.0	0.0	0.0	0.0	0.0
63.138	0.0	0.0	0.0	0.0	0.0	0.0
63.148	0.0	0.0	0.0	0.0	0.0	0.0
63.158	0.0	0.0	0.0	0.0	0.0	0.0
63.168	0.0	0.0	0.0	0.0	0.0	0.0
63.179	0.0	0.0	0.0	0.0	0.0	0.0
63.189	0.0	0.0	0.0	0.0	0.0	0.0
63.200	0.0	0.0	0.0	0.0	0.0	0.0
63.210	0.0	0.0	0.0	0.0	0.0	0.0
63.219	0.0	0.0	0.0	0.0	0.0	0.0
63.230	0.0	0.0	0.0	0.0	0.0	0.0
63.241	0.0	0.0	0.0	0.0	0.0	0.0
63.250	0.0	0.0	0.0	0.0	0.0	0.0
63.261	0.0	0.0	0.0	0.0	0.0	0.0
63.272	0.0	0.0	0.0	0.0	0.0	0.0
63.281	0.0	0.0	0.0	0.0	0.0	0.0
63.291	0.0	0.0	0.0	0.0	0.0	0.0
63.302	0.0	0.0	0.0	0.0	0.0	0.0
63.312	0.0	0.0	0.0	0.0	0.0	0.0
63.323	0.0	0.0	0.0	0.0	0.0	0.0
63.333	0.0	0.0	0.0	0.0	0.0	0.0
63.344	0.0	0.0	0.0	0.0	0.0	0.0
63.354	0.0	0.0	0.0	0.0	0.0	0.0
63.363	0.0	0.0	0.0	0.0	0.0	0.0
63.374	0.0	0.0	0.0	0.0	0.0	0.0
63.384	0.0	0.0	0.0	0.0	0.0	0.0
63.394	0.0	0.0	0.0	0.0	0.0	0.0
63.405	0.0	0.0	0.0	0.0	0.0	0.0
63.415	0.0	0.0	0.0	0.0	0.0	0.0
63.425	0.0	0.0	0.0	0.0	0.0	0.0
63.435	0.0	0.0	0.0	0.0	0.0	0.0
63.445	0.0	0.0	0.0	0.0	0.0	0.0
63.455	0.0	0.0	0.0	0.0	0.0	0.0
63.464	0.0	0.0	0.0	0.0	0.0	0.0
63.475	0.0	0.0	0.0	0.0	0.0	0.0
63.486	0.0	0.0	0.0	0.0	0.0	0.0
63.496	0.0	0.0	0.0	0.0	0.0	0.0
63.505	0.0	0.0	0.0	0.0	0.0	0.0
63.517	0.0	0.0	0.0	0.0	0.0	0.0
63.527	0.0	0.0	0.0	0.0	0.0	0.0
63.538	0.0	0.0	0.0	0.0	0.0	0.0
63.548	0.0	0.0	0.0	0.0	0.0	0.0
63.558	0.0	0.0	0.0	0.0	0.0	0.0
63.569	0.0	0.0	0.0	0.0	0.0	0.0
63.580	0.0	0.0	0.0	0.0	0.0	0.0
63.590	0.0	0.0	0.0	0.0	0.0	0.0
63.600	0.0	0.0	0.0	0.0	0.0	0.0
63.610	0.0	0.0	0.0	0.0	0.0	0.0
63.620	0.0	0.0	0.0	0.0	0.0	0.0
63.630	0.0	0.0	0.0	0.0	0.0	0.0
63.641	0.0	0.0	0.0	0.0	0.0	0.0
63.650	0.0	0.0	0.0	0.0	0.0	0.0
63.661	0.0	0.0	0.0	0.0	0.0	0.0
63.672	0.0	0.0	0.0	0.0	0.0	0.0
63.682	0.0	0.0	0.0	0.0	0.0	0.0
63.693	0.0	0.0	0.0	0.0	0.0	0.0
63.703	0.0	0.0	0.0	0.0	0.0	0.0
63.714	0.0	0.0	0.0	0.0	0.0	0.0
63.723	0.0	0.0	0.0	0.0	0.0	0.0
63.735	0.0	0.0	0.0	0.0	0.0	0.0
63.745	0.0	0.0	0.0	0.0	0.0	0.0
63.755	0.0	0.0	0.0	0.0	0.0	0.0
63.766	0.0	0.0	0.0	0.0	0.0	0.0
63.776	0.0	0.0	0.0	0.0	0.0	0.0
63.786	0.0	0.0	0.0	0.0	0.0	0.0
63.796	0.0	0.0	0.0	0.0	0.0	0.0
63.807	0.0	0.0	0.0	0.0	0.0	0.0
63.817	0.0	0.0	0.0	0.0	0.0	0.0
63.827	0.0	0.0	0.0	0.0	0.0	0.0
63.836	0.0	0.0	0.0	0.0	0.0	0.0
63.847	0.0	0.0	0.0	0.0	0.0	0.0
63.857	0.0	0.0	0.0	0.0	0.0	0.0
63.868	0.0	0.0	0.0	0.0	0.0	0.0
63.878	0.0	0.0	0.0	0.0	0.0	0.0
63.890	0.0	0.0	0.0	0.0	0.0	0.0
63.900	0.0	0.0	0.0	0.0	0.0	0.0
63.910	0.0	0.0	0.0	0.0	0.0	0.0
63.920	0.0	0.0	0.0	0.0	0.0	0.0
63.929	0.0	0.0	0.0	0.0	0.0	0.0
63.942	0.0	0.0	0.0	0.0	0.0	0.0
63.952	0.0	0.0	0.0	0.0	0.0	0.0
63.962	0.0	0.0	0.0	0.0	0.0	0.0
63.972	0.0	0.0	0.0	0.0	0.0	0.0
63.983	0.0	0.0	0.0	0.0	0.0	0.0
63.992	0.0	0.0	0.0	0.0	0.0	0.0
64.003	0.0	0.0	0.0	0.0	0.0	0.0
64.013	0.0	0.0	0.0	0.0	0.0	0.0
64.023	0.0	0.0	0.0	0.0	0.0	0.0
64.034	0.0	0.0	0.0	0.0	0.0	0.0
64.044	0.0	0.0	0.0	0.0	0.0	0.0
64.054	0.0	0.0	0.0	0.0	0.0	0.0
64.066	0.0	0.0	0.0	0.0	0.0	0.0
64.076	0.0	0.0	0.0	0.0	0.0	0.0
64.085	0.0	0.0	0.0	0.0	0.0	0.0
64.095	0.0	0.0	0.0	0.0	0.0	0.0
64.107	0.0	0.0	0.0	0.0	0.0	0.0
64.118	0.0	0.0	0.0	0.0	0.0	0.0
64.128	0.0	0.0	0.0	0.0	0.0	0.0
64.139	0.0	0.0	0.0	0.0	0.0	0.0
64.150	0.0	0.0	0.0	0.0	0.0	0.0
64.161	0.0	0.0	0.0	0.0	0.0	0.0
64.172	0.0	0.0	0.0	0.0	0.0	0.0
64.182	0.0	0.0	0.0	0.0	0.0	0.0
64.193	0.0	0.0	0.0	0.0	0.0	0.0
64.204	0.0	0.0	0.0	0.0	0.0	0.0
64.215	0.0	0.0	0.0	0.0	0.0	0.0
64.225	0.0	0.0	0.0	0.0	0.0	0.0
64.236	0.0	0.0	0.0	0.0	0.0	0.0
64.246	0.0	0.0	0.0	0.0	0.0	0.0
64.256	0.0	0.0	0.0	0.0	0.0	0.0
64.266	0.0	0.0	0.0	0.0	0.0	0.0
64.279	0.0	0.0	0.0	0.0	0.0	0.0
64.289	0.0	0.0	0.0	0.0	0.0	0.0
64.300	0.0	0.0	0.0	0.0	0.0	0.0
64.308	0.0	0.0	0.0	0.0	0.0	0.0
64.319	0.0	0.0	0.0	0.0	0.0	0.0
64.329	0.0	0.0	0.0	0.0	0.0	0.0
64.340	0.0	0.0	0.0	0.0	0.0	0.0
64.351	0.0	0.0	0.0	0.0	0.0	0.0
64.360	0.0	0.0	0.0	0.0	0.0	0.0
64.371	0.0	0.0	0.0	0.0	0.0	0.0
64.382	0.0	0.0	0.0	0.0	0.0	0.0
64.391	0.0	0.0	0.0	0.0	0.0	0.0
64.402	0.0	0.0	0.0	0.0	0.0	0.0
64.412	0.0	0.0	0.0	0.0	0.0	0.0
64.422	0.0	0.0	0.0	0.0	0.0	0.0
64.433	0.0	0.0	0.0	0.0	0.0	0.0
64.443	0.0	0.0	0.0	0.0	0.0	0.0
64.454	0.0	0.0	0.0	0.0	0.0	0.0
64.464	0.0	0.0	0.0	0.0	0.0	0.0
64.475	0.0	0.0	0.0	0.0	0.0	0.0
64.484	0.0	0.0	0.0	0.0	0.0	0.0
64.495	0.0	0.0	0.0	0.0	0.0	0.0
64.506	0.0	0.0	0.0	0.0	0.0	0.0
64.517	0.0	0.0	0.0	0.0	0.0	0.0
64.527	0.0	0.0	0.0	0.0	0.0	0.0
64.537	0.0	0.0	0.0	0.0	0.0	0.0
64.547	0.0	0.0	0.0	0.0	0.0	0.0
64.558	0.0	0.0	0.0	0.0	0.0	0.0
64.569	0.0	0.0	0.0	0.0	0.0	0.0
64.578	0.0	0.0	0.0	0.0	0.0	0.0
64.589	0.0	0.0	0.0	0.0	0.0	0.0
64.600	0.0	0.0	0.0	0.0	0.0	0.0
64.609	0.0	0.0	0.0	0.0	0.0	0.0
64.620	0.0	0.0	0.0	0.0	0.0	0.0
64.631	0.0	0.0	0.0	0.0	0.0	0.0
64.641	0.0	0.0	0.0	0.0	0.0	0.0
64.652	0.0	0.0	0.0	0.0	0.0	0.0
64.663	0.0	0.0	0.0	0.0	0.0	0.0
64.673	0.0	0.0	0.0	0.0	0.0	0.0
64.684	0.0	0.0	0.0	0.0	0.0	0.0
64.694	0.0	0.0	0.0	0.0	0.0	0.0
64.703	0.0	0.0	0.0	0.0	0.0	0.0
64.713	0.0	0.0	0.0	0.0	0.0	0.0
64.724	0.0	0.0	0.0	0.0	0.0	0.0
64.735	0.0	0.0	34.2	0.0	15.3	0.0
64.746	0.0	0.0	34.2	0.0	15.3	0.0
64.756	0.0	0.0	34.2	0.0	15.3	0.0
64.767	0.0	0.0	34.2	0.0	15.3	0.0
64.777	0.0	0.0	30.0	0.0	13.4	0.0
64.787	0.0	0.0	30.0	0.0	13.4	0.0
64.798	0.0	0.0	49.4	0.0	22.1	0.0
64.808	0.0	0.0	86.6	0.0	38.7	0.0
64.819	0.0	0.0	86.6	0.0	38.7	0.0
64.829	0.0	0.0	86.6	0.0	38.7	0.0
64.840	0.0	0.0	44.1	0.0	19.7	0.0
64.851	0.0	0.0	44.1	0.0	19.7	0.0
64.862	0.0	0.0	91.5	0.0	40.9	0.0
64.871	0.0	0.0	91.5	0.0	40.9	0.0
64.882	0.0	0.0	51.0	0.0	22.8	0.0
64.893	0.0	0.0	51.0	0.0	22.8	0.0
64.903	0.0	0.0	96.9	0.0	43.3	0.0
64.914	0.0	0.0	96.9	0.0	43.3	0.0
64.925	0.0	0.0	106.3	0.0	47.5	0.0
64.934	0.0	0.0	106.3	0.0	47.5	0.0
64.945	0.0	0.0	55.0	0.0	24.6	0.0
64.956	0.0	0.0	55.0	0.0	24.6	0.0
64.966	0.0	0.0	55.0	0.0	24.6	0.0
64.976	0.0	0.0	55.0	0.0	24.6	0.0
64.986	0.0	0.0	46.8	0.0	20.9	0.0
64.995	0.0	0.0	46.8	0.0	20.9	0.0
65.006	0.0	0.0	55.5	0.0	24.8	0.0
65.017	0.0	0.0	55.5	0.0	24.8	0.0
65.028	0.0	0.0	55.5	0.0	24.8	0.0
65.038	0.0	0.0	55.5	0.0	24.8	0.0
65.049	0.0	0.0	47.6	0.0	21.3	0.0
65.060	0.0	0.0	47.6	0.0	21.3	0.0
65.071	0.0	0.0	51.0	0.0	22.8	0.0
65.080	0.0	0.0	51.0	0.0	22.8	0.0
65.091	0.0	0.0	51.0	0.0	22.8	0.0
65.102	0.0	0.0	51.0	0.0	22.8	0.0
65.112	0.0	0.0	30.2	0.0	13.5	0.0
65.122	0.0	0.2	30.2	0.1	13.5	0.0
65.133	0.0	0.2	47.6	0.1	21.3	0.0
65.144	0.0	0.2	47.6	0.1	21.3	0.0
65.154	0.0	0.2	41.4	0.1	18.5	0.0
65.165	0.0	0.2	41.4	0.1	18.5	0.0
65.175	0.0	0.2	93.1	0.1	41.6	0.0
65.185	0.0	0.2	93.1	0.1	41.6	0.0
65.196	0.0	0.2	93.1	0.1	41.6	0.0
65.207	0.0	0.2	93.1	0.1	41.6	0.0
65.217	0.0	0.2	93.1	0.1	41.6	0.0
65.227	0.0	0.2	93.1	0.1	41.6	0.0
65.238	0.0	0.2	93.1	0.1	41.6	0.0
65.248	0.0	0.2	93.1	0.1	41.6	0.0
65.259	0.0	0.2	93.1	0.1	41.6	0.0
65.269	0.0	0.2	93.1	0.1	41.6	0.0
65.280	0.0	0.2	93.1	0.1	41.6	0.0
65.289	0.0	0.2	93.1	0.1	41.6	0.0
65.299	0.0	0.2	93.1	0.1	41.6	0.0
65.310	0.0	0.2	93.1	0.1	41.6	0.0
65.320	0.0	0.2	93.1	0.1	41.6	0.0
65.331	0.0	0.2	93.1	0.1	41.6	0.0
65.342	0.0	0.2	93.1	0.1	41.6	0.0
65.352	0.0	0.2	93.1	0.1	41.6	0.0
65.363	0.0	0.2	93.1	0.1	41.6	0.0
65.373	0.0	0.2	93.1	0.1	41.6	0.0
65.384	0.0	0.2	93.1	0.1	41.6	0.0
65.393	0.0	0.2	93.1	0.1	41.6	0.0
65.404	0.0	0.2	93.1	0.1	41.6	0.0
65.413	0.0	0.2	93.1	0.1	41.6	0.0
65.424	0.0	0.2	93.1	0.1	41.6	0.0
65.435	0.0	0.2	93.1	0.1	41.6	0.0
65.446	0.0	0.2	93.1	0.1	41.6	0.0
65.457	0.0	0.2	93.1	0.1	41.6	0.0
65.467	0.0	0.2	93.1	0.1	41.6	0.0
65.478	0.0	0.2	93.1	0.1	41.6	0.0
65.489	0.0	0.2	93.1	0.1	41.6	0.0
65.499	0.0	0.2	93.1	0.1	41.6	0.0
65.510	0.0	0.2	93.1	0.1	41.6	0.0
65.522	0.0	0.2	93.1	0.1	41.6	0.0
65.532	0.0	0.2	93.1	0.1	41.6	0.0
65.542	0.0	0.2	93.1	0.1	41.6	0.0
65.552	0.0	0.2	93.1	0.1	41.6	0.0
65.562	0.0	0.2	93.1	0.1	41.6	0.0
65.572	0.0	0.2	93.1	0.1	41.6	0.0
65.582	0.0	0.2	93.1	0.1	41.6	0.0
65.593	0.0	0.2	93.1	0.1	41.6	0.0
65.604	0.0	0.2	93.1	0.1	41.6	0.0
65.614	0.0	0.2	93.1	0.1	41.6	0.0
65.624	0.0	0.2	93.1	0.1	41.6	0.0
65.634	0.0	0.2	93.1	0.1	41.6	0.0
65.645	0.0	0.2	93.1	0.1	41.6	0.0
65.655	0.0	0.2	93.1	0.1	41.6	0.0
65.665	0.0	0.2	93.1	0.1	41.6	0.0
65.677	0.0	0.2	93.1	0.1	41.6	0.0
65.687	0.0	0.2	93.1	0.1	41.6	0.0
65.698	0.0	0.2	93.1	0.1	41.6	0.0
65.708	0.0	0.2	93.1	0.1	41.6	0.0
65.718	0.0	0.2	93.1	0.1	41.6	0.0
65.728	0.0	0.2	93.1	0.1	41.6	0.0
65.740	0.0	0.2	24.6	0.1	11.0	0.0
65.750	0.0	0.2	24.6	0.1	11.0	0.0
65.760	0.0	0.2	24.6	0.1	11.0	0.0
65.771	0.0	0.2	24.6	0.1	11.0	0.0
65.782	0.0	0.2	24.6	0.1	11.0	0.0
65.792	0.0	0.2	24.6	0.1	11.0	0.0
65.802	0.0	0.2	24.6	0.1	11.0	0.0
65.813	0.0	0.2	24.6	0.1	11.0	0.0
65.824	0.0	0.2	24.6	0.1	11.0	0.0
65.835	0.0	0.2	24.6	0.1	11.0	0.0
65.846	0.0	0.0	24.6	0.0	11.0	0.0
65.857	0.0	0.0	24.6	0.0	11.0	0.0
65.867	0.0	0.0	24.6	0.0	11.0	0.0
65.878	0.0	0.0	24.6	0.0	11.0	0.0
65.889	0.0	0.0	24.6	0.0	11.0	0.0
65.898	0.0	1.3	24.6	0.6	11.0	0.0
65.909	0.0	1.3	24.6	0.6	11.0	0.0
65.919	0.0	1.3	24.6	0.6	11.0	0.0
65.930	0.0	1.3	24.6	0.6	11.0	0.0
65.940	0.0	1.3	24.6	0.6	11.0	0.0
65.951	0.0	1.3	24.6	0.6	11.0	0.0
65.961	0.0	1.3	24.6	0.6	11.0	0.0
65.971	0.0	1.3	24.6	0.6	11.0	0.0
65.981	0.0	1.3	24.6	0.6	11.0	0.0
65.992	0.0	1.3	24.6	0.6	11.0	0.0
66.002	0.0	1.3	24.6	0.6	11.0	0.0
66.012	0.0	1.3	24.6	0.6	11.0	0.0
66.022	0.0	1.3	24.6	0.6	11.0	0.0
66.033	0.0	1.3	24.6	0.6	11.0	0.0
66.043	0.0	1.3	24.6	0.6	11.0	0.0
66.054	0.0	1.3	24.6	0.6	11.0	0.0
66.065	0.0	1.3	24.6	0.6	11.0	0.0
66.075	0.0	1.3	24.6	0.6	11.0	0.0
66.086	0.0	1.3	24.6	0.6	11.0	0.0
66.095	0.0	1.3	24.6	0.6	11.0	0.0
66.106	0.0	1.3	24.6	0.6	11.0	0.0
66.116	0.0	1.3	24.6	0.6	11.0	0.0
66.127	0.0	1.3	24.6	0.6	11.0	0.0
66.138	0.0	1.3	24.6	0.6	11.0	0.0
66.149	0.0	1.3	24.6	0.6	11.0	0.0
66.160	0.0	1.3	24.6	0.6	11.0	0.0
66.169	0.0	1.3	24.6	0.6	11.0	0.0
66.180	0.0	1.3	24.6	0.6	11.0	0.0
66.190	0.0	1.3	24.6	0.6	11.0	0.0
66.201	0.0	1.3	24.6	0.6	11.0	0.0
66.211	0.0	1.3	24.6	0.6	11.0	0.0
66.221	0.0	1.3	24.6	0.6	11.0	0.0
66.231	0.0	1.3	24.6	0.6	11.0	0.0
66.242	0.0	1.3	24.6	0.6	11.0	0.0
66.252	0.0	1.3	24.6	0.6	11.0	0.0
66.263	0.0	1.3	24.6	0.6	11.0	0.0
66.274	0.0	1.3	24.6	0.6	11.0	0.0
66.285	0.0	1.3	24.6	0.6	11.0	0.0
66.296	0.0	1.3	24.6	0.6	11.0	0.0
66.305	0.0	1.3	24.6	0.6	11.0	0.0
66.316	0.0	1.3	24.6	0.6	11.0	0.0
66.325	0.0	1.3	24.6	0.6	11.0	0.0
66.336	0.0	1.3	24.6	0.6	11.0	0.0
66.347	0.0	1.3	24.6	0.6	11.0	0.0
66.358	0.0	1.3	24.6	0.6	11.0	0.0
66.369	0.0	1.3	24.6	0.6	11.0	0.0
66.379	0.0	1.3	24.6	0.6	11.0	0.0
66.390	0.0	1.3	24.6	0.6	11.0	0.0
66.400	0.0	1.3	24.6	0.6	11.0	0.0
66.410	0.0	1.3	24.6	0.6	11.0	0.0
66.421	0.0	1.3	24.6	0.6	11.0	0.0
